Gender,Salary,LocationId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography_France,Geography_Germany,Geography_Spain,Geography_UK,Geography_USA,Churn_Prediction,Churn_Probability,CLV,Risk_Segment,Geography
1,94499.06,2,4,124547.13,2,1,0,1,0,0,0,0,0,0.2905765233758223,353426.6318726537,Low Risk,France
0,182081.45,5,4,119827.49379288736,2,0,1,0,0,0,0,0,0,0.1591151671009648,403044.4883789691,Low Risk,France
1,68562.26,2,4,88815.56,2,1,0,1,0,0,0,0,0,0.3765938285064211,221472.67291463297,Medium Risk,France
0,88798.02,2,1,82231.51,2,1,0,1,0,0,0,0,0,0.3765938285064211,51263.630825235945,Medium Risk,France
1,113781.99,2,7,184715.86,2,1,0,1,0,0,0,0,0,0.2905765233758223,917292.3731217742,Low Risk,France
1,121866.87,1,3,119827.49379288736,2,1,0,0,1,0,0,0,0,0.0681507590393619,334983.477411353,Low Risk,Germany
1,150390.57,6,4,119827.49379288736,1,1,1,0,0,0,0,1,0,0.4648640449012081,256496.00135180537,Medium Risk,USA
1,60708.72,4,4,147972.19,1,1,0,0,0,0,1,0,1,0.6512775207088773,206404.91585174826,Medium Risk,UK
1,78858.07,5,9,119827.49379288736,2,1,1,0,0,0,0,0,0,0.0681507590393619,1004950.432234059,Low Risk,France
1,56407.42,1,8,170008.84,1,0,0,0,1,0,0,0,1,0.6512775207088773,474287.2334896623,Medium Risk,Germany
0,125698.97,2,3,119827.49379288736,2,0,1,1,0,0,0,0,0,0.1591151671009648,302283.36628422677,Low Risk,France
0,23235.38,3,10,119827.49379288736,1,1,0,0,0,1,0,0,1,0.7604298681876703,287070.8848270314,High Risk,Spain
0,75732.25,1,8,95386.82,1,1,1,0,1,0,0,0,1,0.5073786097760308,375916.70301954815,Medium Risk,Germany
1,179861.79,2,7,90373.28,2,1,0,1,0,0,0,0,0,0.3765938285064211,394374.82343082054,Medium Risk,France
1,42976.64,3,4,133467.77,2,1,1,0,0,1,0,0,0,0.2905765233758223,378740.67764270445,Low Risk,Spain
1,10486.69,6,3,119827.49379288736,2,0,1,0,0,0,0,1,0,0.0681507590393619,334983.477411353,Low Risk,USA
1,56794.73,1,3,96288.26,1,1,0,0,1,0,0,0,1,0.6512775207088773,100733.6422614847,Medium Risk,Germany
0,28157.34,2,4,91547.84,2,0,1,1,0,0,0,0,0,0.3414351141288982,241160.77120538353,Medium Risk,France
1,152422.91,1,8,138292.64,2,0,0,0,1,0,0,0,0,0.2905765233758223,784864.3636826867,Low Risk,Germany
1,167033.83,1,9,119827.49379288736,1,1,0,0,1,0,0,0,1,0.6512775207088773,376078.86650427565,Medium Risk,Germany
1,126082.18,2,8,71667.74,1,1,1,1,0,0,0,0,0,0.4648640449012081,306815.8759573752,Medium Risk,France
0,181499.77,3,0,118994.84,1,1,0,0,0,1,0,0,1,0.7604298681876703,0.0,High Risk,Spain
1,41967.03,2,7,119827.49379288736,2,1,1,1,0,0,0,0,0,0.0681507590393619,781628.1139598236,Low Risk,France
1,186300.59,2,2,145610.07,2,0,0,1,0,0,0,0,0,0.2905765233758223,206598.40418177977,Low Risk,France
0,85412.54,5,1,138162.81,1,1,0,0,0,0,0,0,1,0.7604298681876703,33099.682603261856,High Risk,France
0,23343.18,4,9,135020.21,2,1,1,0,0,0,1,0,0,0.4747796987262266,638238.1983682333,Medium Risk,UK
1,180698.32,2,2,119827.49379288736,2,1,0,1,0,0,0,0,0,0.0681507590393619,223322.31827423532,Low Risk,France
0,136071.05,1,8,135161.67,1,1,1,0,1,0,0,0,1,0.5073786097760308,532668.2382431469,Medium Risk,Germany
0,175149.2,1,9,119827.49379288736,1,1,0,0,1,0,0,0,1,0.6509918137192809,376386.98647697765,Medium Risk,Germany
1,146949.74,1,6,94486.47,1,1,1,0,1,0,0,0,0,0.4648640449012081,303378.64420418016,Medium Risk,Germany
1,88920.68,2,9,117640.39,1,1,0,1,0,0,0,0,1,0.6512775207088773,369214.63619017135,Medium Risk,France
0,45098.62,2,8,111379.55,1,1,1,1,0,0,0,0,1,0.5073786097760308,438943.59010816074,Medium Risk,France
1,20339.79,1,6,119827.49379288736,1,1,1,0,1,0,0,0,0,0.4648640449012081,384744.00202770805,Medium Risk,Germany
0,108528.74,4,0,136820.99,1,0,1,0,0,0,1,0,1,0.5073786097760308,0.0,Medium Risk,UK
0,145560.38,3,7,98752.51,1,1,0,0,0,1,0,0,1,0.7604298681876703,165607.06286248882,High Risk,Spain
0,199357.24,1,2,158266.42,3,1,1,0,1,0,0,0,0,0.0,316532.84,,Germany
0,43106.17,1,4,105599.67,1,1,1,0,1,0,0,0,1,0.5073786097760308,208082.6249703695,Medium Risk,Germany
0,137508.31,3,10,119827.49379288736,2,1,0,0,0,1,0,0,0,0.1591151671009648,1007611.2209474227,Low Risk,Spain
1,91957.39,6,2,119827.49379288736,2,1,1,0,0,0,0,1,0,0.0681507590393619,223322.31827423532,Low Risk,USA
0,120612.11,6,4,139723.9,1,1,1,0,0,0,0,1,1,0.5073786097760308,275323.9274620594,Medium Risk,USA
0,102921.17,1,3,141806.46,1,1,0,0,1,0,0,0,1,0.6509918137192809,148474.846222468,Medium Risk,Germany
0,31686.33,6,5,132571.67,1,1,1,0,0,0,0,1,1,0.5073786097760308,326538.2018985664,Medium Risk,USA
1,180002.42,2,2,180516.9,1,1,0,1,0,0,0,0,1,0.6512775207088773,125900.60184389532,Medium Risk,France
1,28407.4,3,8,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,893289.2730969413,Low Risk,Spain
0,73743.95,6,4,92805.72,1,0,1,0,0,0,0,1,1,0.5073786097760308,182872.3312285457,Medium Risk,USA
1,186233.26,6,4,119827.49379288736,3,1,1,0,0,0,0,1,1,0.833424722851353,79841.19195431193,High Risk,USA
1,31728.86,4,3,135309.36,1,1,0,0,0,0,1,0,1,0.6512775207088773,141556.24647148515,Medium Risk,UK
0,48244.64,5,6,128917.84,1,1,1,0,0,0,0,0,1,0.5073786097760308,381046.1133928274,Medium Risk,France
0,113266.28,6,2,56580.93,1,1,0,0,0,0,0,1,1,0.7604298681876703,27110.201716328396,High Risk,USA
1,71178.09,3,8,131390.75,2,1,0,0,0,1,0,0,0,0.2905765233758223,745693.4612900654,Low Risk,Spain
1,25684.93,6,4,119827.49379288736,2,0,0,0,0,0,0,1,0,0.0681507590393619,446644.63654847065,Low Risk,USA
1,29737.14,3,8,119827.49379288736,2,0,0,0,0,1,0,0,0,0.0681507590393619,893289.2730969413,Low Risk,Spain
0,149922.38,4,1,97361.66,1,1,1,0,0,0,1,0,1,0.6003838829610354,38907.28851766788,Medium Risk,UK
0,180702.12,1,6,119827.49379288736,1,1,0,0,1,0,0,0,1,0.6509918137192809,250924.6576513184,Medium Risk,Germany
1,27597.59,2,7,119827.49379288736,2,0,1,1,0,0,0,0,0,0.0681507590393619,781628.1139598236,Low Risk,France
1,95025.27,3,10,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,1116611.5913711765,Low Risk,Spain
0,167035.07,3,1,119827.49379288736,2,1,0,0,0,1,0,0,0,0.1591151671009648,100761.12209474227,Low Risk,Spain
1,116781.71,4,0,119827.49379288736,2,0,1,0,0,0,1,0,0,0.0681507590393619,0.0,Low Risk,UK
0,21170.81,4,4,102714.65,2,0,0,0,0,0,1,0,0,0.3765938285064211,256131.7868512117,Medium Risk,UK
0,29641.58,1,5,67816.72,1,1,1,0,1,0,0,0,1,0.5073786097760308,167039.83443414827,Medium Risk,Germany
1,116520.07,1,8,81710.46,1,1,1,0,1,0,0,0,0,0.4648640449012081,349809.64042929315,Medium Risk,Germany
1,44220.4,1,2,75237.54,1,0,1,0,1,0,0,0,0,0.4648640449012081,80524.62565436712,Medium Risk,Germany
1,166188.28,2,10,124023.18,1,1,0,1,0,0,0,0,1,0.6512775207088773,432496.7081916917,Medium Risk,France
0,140857.76,4,5,100727.5,1,0,1,0,0,0,1,0,1,0.6003838829610354,201261.66214521154,Medium Risk,UK
0,37024.28,5,10,107238.85,2,1,0,0,0,0,0,0,0,0.3765938285064211,668533.6091387419,Medium Risk,France
1,27513.47,1,5,119827.49379288736,2,1,0,0,1,0,0,0,0,0.0681507590393619,558305.7956855883,Low Risk,Germany
0,17744.72,2,0,139994.66,1,1,0,1,0,0,0,0,1,0.7604298681876703,0.0,High Risk,France
0,4423.63,1,9,126224.87,1,1,1,0,1,0,0,0,1,0.5073786097760308,559629.6384621582,Medium Risk,Germany
0,109718.44,6,1,145751.03,1,0,0,0,0,0,0,1,1,0.7604298681876703,34917.59346888281,High Risk,USA
1,107243.31,2,5,119827.49379288736,1,0,1,1,0,0,0,0,0,0.4648640449012081,320620.0016897567,Medium Risk,France
0,115288.24,2,4,121166.89,1,0,1,1,0,0,0,0,1,0.5073786097760308,238757.60720365902,Medium Risk,France
0,41233.97,6,1,119827.49379288736,2,0,1,0,0,0,0,1,0,0.1591151671009648,100761.12209474227,Low Risk,USA
1,52952.24,2,10,119827.49379288736,2,1,1,1,0,0,0,0,0,0.0681507590393619,1116611.5913711765,Low Risk,France
1,78955.8,6,9,70655.48,1,0,0,0,0,0,0,1,1,0.5068349585345844,313603.31451562955,Medium Risk,USA
1,26025.6,2,1,129901.21,1,1,0,1,0,0,0,0,1,0.6512775207088773,45299.47201411678,Medium Risk,France
1,174536.17,6,8,125470.81,1,1,1,0,0,0,0,1,0,0.4648640449012081,537151.5339709525,Medium Risk,USA
0,147311.47,2,9,169406.33,4,1,1,1,0,0,0,0,1,0.9935752137687388,9795.59510825241,High Risk,France
1,77965.44,1,2,119827.49379288736,2,0,1,0,1,0,0,0,0,0.0681507590393619,223322.31827423532,Low Risk,Germany
1,5635.63,1,4,107041.3,1,1,1,0,1,0,0,0,0,0.4648640449012081,229126.59324206528,Medium Risk,Germany
0,81310.1,4,10,95153.77,1,0,1,0,0,0,1,0,1,0.5073786097760308,468747.8246245182,Medium Risk,UK
1,111421.45,4,3,145166.09,2,0,0,0,0,0,1,0,0,0.2905765233758223,308952.69676721486,Low Risk,UK
0,190269.21,5,4,119827.49379288736,2,0,0,0,0,0,0,0,0,0.1591151671009648,403044.4883789691,Low Risk,France
1,100950.48,5,9,65962.63,1,1,1,0,0,0,0,0,0,0.4648640449012081,317690.7750529041,Medium Risk,France
1,113033.73,4,6,140418.81,1,1,1,0,0,0,1,0,0,0.2516031984799294,630533.9296635271,Low Risk,UK
0,120663.57,6,3,139799.63,1,0,1,0,0,0,0,1,1,0.5073786097760308,206604.86425018954,Medium Risk,USA
1,187192.23,3,9,171787.84,2,1,0,0,0,1,0,0,0,0.2905765233758223,1096832.9402510219,Low Risk,Spain
1,97825.23,3,6,149238.97,1,1,1,0,0,1,0,0,0,0.2516031984799294,670139.8068608986,Low Risk,Spain
0,169621.69,2,4,163146.46,1,1,0,1,0,0,0,0,1,0.7604298681876703,156340.07570765988,High Risk,France
0,191557.1,4,8,119827.49379288736,2,1,0,0,0,0,1,0,0,0.1591151671009648,806088.9767579382,Low Risk,UK
1,103287.62,3,10,119827.49379288736,2,1,0,0,0,1,0,0,0,0.0681507590393619,1116611.5913711765,Low Risk,Spain
0,167538.66,4,9,61482.47,1,1,1,0,0,0,1,0,1,0.6003838829610354,221124.47334628165,Medium Risk,UK
0,64869.32,4,8,145150.28,1,1,0,0,0,0,1,0,1,0.7604298681876703,278189.37369757245,High Risk,UK
0,102426.06,4,5,126670.37,1,1,0,0,0,0,1,0,1,0.7604298681876703,151732.18618808285,High Risk,UK
0,107876.2,3,8,84390.8,2,0,1,0,0,1,0,0,0,0.3414351141288982,444614.5405645678,Medium Risk,Spain
1,37294.88,6,2,89728.86,2,1,1,0,0,0,0,1,0,0.3414351141288982,118184.55289048814,Medium Risk,USA
0,89248.99,6,1,119827.49379288736,2,1,0,0,0,0,0,1,0,0.1591151671009648,100761.12209474227,Low Risk,USA
1,91973.63,4,4,118628.8,1,0,0,0,0,0,1,0,1,0.6512775207088773,165474.11700532294,Medium Risk,UK
1,16870.2,3,3,119827.49379288736,2,1,0,0,0,1,0,0,0,0.0681507590393619,334983.477411353,Low Risk,Spain
1,121681.19,6,6,96863.13,1,1,1,0,0,0,0,1,0,0.4648640449012081,311009.6615184507,Medium Risk,USA
0,33730.43,4,6,142263.45,1,0,1,0,0,0,1,0,1,0.5073786097760308,420492.11110234883,Medium Risk,UK
0,104786.59,6,7,119827.49379288736,2,1,0,0,0,0,0,1,0,0.1591151671009648,705327.8546631959,Low Risk,USA
0,94790.34,2,3,119827.49379288736,1,1,0,1,0,0,0,0,1,0.7604298681876703,86121.2654481094,High Risk,France
0,28726.07,4,1,119827.49379288736,2,0,0,0,0,0,1,0,0,0.1591151671009648,100761.12209474227,Low Risk,UK
1,67057.27,2,6,122724.37,1,1,1,1,0,0,0,0,0,0.4648640449012081,394045.3377230852,Medium Risk,France
0,69079.85,1,4,174902.26,1,1,0,0,1,0,0,0,1,0.6509918137192809,244169.28215599505,Medium Risk,Germany
0,179780.74,4,4,119827.49379288736,2,1,1,0,0,0,1,0,0,0.1591151671009648,403044.4883789691,Low Risk,UK
0,183572.39,2,3,108914.17,1,1,1,1,0,0,0,0,1,0.6003838829610354,130571.57311776506,Medium Risk,France
1,142587.32,2,10,98052.66,1,1,1,1,0,0,0,0,0,0.4648640449012081,524715.0385907713,Medium Risk,France
1,177844.06,2,5,123873.19,1,1,1,1,0,0,0,0,0,0.4648640449012081,331444.9892089206,Medium Risk,France
0,197634.11,6,2,111920.13,3,1,0,0,0,0,0,1,1,0.9586726998491706,9250.713610859697,High Risk,USA
0,121053.19,2,4,119827.49379288736,2,0,1,1,0,0,0,0,0,0.1591151671009648,403044.4883789691,Low Risk,France
1,149613.77,2,3,119827.49379288736,2,1,1,1,0,0,0,0,0,0.0681507590393619,334983.477411353,Low Risk,France
1,142.81,6,8,119827.49379288736,2,1,1,0,0,0,0,1,0,0.0681507590393619,893289.2730969413,Low Risk,USA
0,131766.67,3,8,75150.34,4,0,1,0,0,1,0,0,1,0.9965168605981508,2094.072882530905,High Risk,Spain
1,53311.78,1,10,119827.49379288736,2,0,0,0,1,0,0,0,0,0.0681507590393619,1116611.5913711765,Low Risk,Germany
0,107665.02,2,5,114753.76,1,1,0,1,0,0,0,0,1,0.7604298681876703,137457.8670458022,High Risk,France
1,109523.88,6,0,119827.49379288736,1,1,0,0,0,0,0,1,1,0.6512775207088773,0.0,Medium Risk,USA
0,112132.86,1,6,111871.93,1,0,0,0,1,0,0,0,1,0.6509918137192809,234265.31631014135,Medium Risk,Germany
0,113645.4,4,0,119827.49379288736,2,0,0,0,0,0,1,0,0,0.1591151671009648,0.0,Low Risk,UK
0,180890.4,3,4,135927.06,1,0,0,0,0,1,0,0,1,0.7604298681876703,130256.25472424977,High Risk,Spain
1,70974.13,4,8,119827.49379288736,2,1,1,0,0,0,1,0,0,0.0681507590393619,893289.2730969413,Low Risk,UK
1,53379.52,6,1,119827.49379288736,2,0,0,0,0,0,0,1,0,0.0681507590393619,111661.15913711766,Low Risk,USA
1,158531.01,3,2,57037.74,1,1,1,0,0,1,0,0,0,0.4648640449012081,61045.89094315314,Medium Risk,Spain
0,179267.94,5,10,119827.49379288736,4,1,0,0,0,0,0,0,1,0.949616144899554,60373.71084310424,High Risk,France
0,84606.03,2,2,79468.96,1,1,1,1,0,0,0,0,1,0.5073786097760308,78296.21910970601,Medium Risk,France
0,56984.58,2,7,121063.85,1,1,0,1,0,0,0,0,1,0.7604298681876703,203022.97751545676,High Risk,France
1,116912.45,5,1,118537.47,1,1,1,0,0,0,0,0,0,0.4648640449012081,63433.6622234444,Medium Risk,France
1,102999.33,1,10,119827.49379288736,2,1,0,0,1,0,0,0,0,0.0681507590393619,1116611.5913711765,Low Risk,Germany
0,132801.57,1,4,105082.07,2,1,0,0,1,0,0,0,0,0.3765938285064211,262035.24380528106,Medium Risk,Germany
1,85455.62,2,4,119827.49379288736,1,1,0,1,0,0,0,0,1,0.6512775207088773,167146.16289078916,Medium Risk,France
0,98657.01,1,6,119827.49379288736,2,1,1,0,1,0,0,0,0,0.1591151671009648,604566.7325684535,Low Risk,Germany
1,107948.72,6,2,104702.65,2,1,0,0,0,0,0,1,0,0.3765938285064211,130544.55636346433,Medium Risk,USA
0,67944.09,4,2,95813.76,3,1,1,0,0,0,1,0,1,0.9965168605981508,667.4653653906435,High Risk,UK
0,192892.05,2,0,167026.61,2,1,1,1,0,0,0,0,0,0.4747796987262266,0.0,Medium Risk,France
1,187247.56,6,7,102453.26,1,1,0,0,0,0,0,1,1,0.6512775207088773,250094.283870606,Medium Risk,USA
1,114722.42,1,4,148045.45,2,1,1,0,1,0,0,0,0,0.2905765233758223,420107.6713495635,Low Risk,Germany
1,111687.57,1,1,119827.49379288736,2,0,0,0,1,0,0,0,0,0.0681507590393619,111661.15913711766,Low Risk,Germany
0,184182.25,1,1,119827.49379288736,2,1,0,0,1,0,0,0,0,0.1591151671009648,100761.12209474227,Low Risk,Germany
1,52759.82,3,4,119827.49379288736,1,1,1,0,0,1,0,0,0,0.4648640449012081,256496.00135180537,Medium Risk,Spain
1,126451.14,2,10,104498.79,1,0,1,1,0,0,0,0,0,0.4648640449012081,559210.5979331809,Medium Risk,France
0,12048.67,3,6,119827.49379288736,2,0,0,0,0,1,0,0,0,0.1591151671009648,604566.7325684535,Low Risk,Spain
1,95804.33,3,6,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,669966.954822706,Low Risk,Spain
1,197911.52,6,8,149542.52,2,0,1,0,0,0,0,1,0,0.2905765233758223,848711.7955323249,Low Risk,USA
0,182531.74,1,10,87946.39,1,1,1,0,1,0,0,0,1,0.6003838829610354,351447.94879394426,Medium Risk,Germany
0,168002.31,2,3,68639.57,1,1,0,1,0,0,0,0,1,0.7604298681876703,49331.972497324896,High Risk,France
1,79450.61,2,4,148826.32,1,1,1,1,0,0,0,0,0,0.2516031984799294,445524.5674800101,Low Risk,France
0,60615.83,2,2,119827.49379288736,2,0,1,1,0,0,0,0,0,0.1591151671009648,201522.24418948454,Low Risk,France
1,8643.21,5,5,108166.09,2,0,1,0,0,0,0,0,0,0.3414351141288982,356171.94357986655,Medium Risk,France
0,172172.7,3,5,103214.71,1,1,0,0,0,1,0,0,1,0.7604298681876703,123635.80839835692,High Risk,Spain
1,174434.06,6,1,134760.21,2,0,0,0,0,0,0,1,0,0.2905765233758223,95602.05668880427,Low Risk,USA
1,194930.3,1,3,119827.49379288736,1,0,1,0,1,0,0,0,0,0.4648640449012081,192372.00101385402,Medium Risk,Germany
0,137476.71,6,0,90124.64,1,1,0,0,0,0,0,1,1,0.7604298681876703,0.0,High Risk,USA
1,94415.6,2,6,119827.49379288736,2,1,1,1,0,0,0,0,0,0.0681507590393619,669966.954822706,Low Risk,France
0,120376.87,3,6,87361.02,2,1,0,0,0,1,0,0,0,0.3765938285064211,326768.39409584383,Medium Risk,Spain
0,97623.42,5,8,111257.59,1,0,0,0,0,0,0,0,1,0.7604298681876703,213231.96401137704,High Risk,France
0,66238.23,1,3,131583.59,4,0,1,0,1,0,0,0,1,0.9935752137687388,2536.189311875754,High Risk,Germany
1,131710.59,3,9,95020.8,3,1,1,0,0,1,0,0,1,0.9965168605981508,2978.736232277083,High Risk,Spain
0,69052.87,6,1,119827.49379288736,2,0,1,0,0,0,0,1,0,0.1591151671009648,100761.12209474227,Low Risk,USA
1,56780.97,5,5,80242.37,2,0,0,0,0,0,0,0,0,0.3765938285064211,250117.94336635605,Medium Risk,France
0,170072.9,6,0,119827.49379288736,1,1,1,0,0,0,0,1,1,0.6003838829610354,0.0,Medium Risk,USA
1,191849.15,2,1,119827.49379288736,3,1,1,1,0,0,0,0,1,0.833424722851353,19960.297988577982,High Risk,France
0,84803.76,4,0,122661.39,1,0,1,0,0,0,1,0,1,0.5073786097760308,0.0,Medium Risk,UK
1,31840.59,3,4,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,446644.63654847065,Low Risk,Spain
0,12096.61,2,8,119827.49379288736,2,1,1,1,0,0,0,0,0,0.1591151671009648,806088.9767579382,Low Risk,France
1,44165.84,2,0,119827.49379288736,2,1,0,1,0,0,0,0,0,0.0681507590393619,0.0,Low Risk,France
0,91406.62,1,3,119827.49379288736,1,1,1,0,1,0,0,0,1,0.5073786097760308,177088.75973791862,Medium Risk,Germany
0,83282.21,1,7,81742.84,2,1,0,0,1,0,0,0,0,0.3765938285064211,356712.93651988526,Medium Risk,Germany
1,198446.91,4,8,119827.49379288736,1,1,1,0,0,0,1,0,0,0.4648640449012081,512992.00270361075,Medium Risk,UK
1,7554.68,2,2,145127.85,1,0,0,1,0,0,0,0,1,0.6512775207088773,101218.68733238032,Medium Risk,France
1,80416.16,1,9,148912.44,1,1,0,0,1,0,0,0,1,0.6512775207088773,467362.0374668149,Medium Risk,Germany
0,164549.74,2,4,119827.49379288736,2,1,1,1,0,0,0,0,0,0.1591151671009648,403044.4883789691,Low Risk,France
1,175477.03,3,4,89900.24,2,1,0,0,0,1,0,0,0,0.3765938285064211,224177.45773901563,Medium Risk,Spain
0,137903.54,6,8,119027.28,2,1,1,0,0,0,0,1,0,0.3414351141288982,627097.4965499813,Medium Risk,USA
0,93795.86,6,2,105222.86,2,1,0,0,0,0,0,1,0,0.3765938285064211,131193.1606124097,Medium Risk,USA
0,67997.13,5,6,119827.49379288736,1,0,0,0,0,0,0,0,1,0.7604298681876703,172242.5308962188,High Risk,France
1,49492.15,2,1,116114.93,1,1,1,1,0,0,0,0,0,0.4648640449012081,62137.27396677937,Medium Risk,France
0,35825.18,2,9,187911.55,1,0,1,1,0,0,0,0,1,0.5073786097760308,833123.2410012682,Medium Risk,France
0,67494.23,6,5,119827.49379288736,2,1,1,0,0,0,0,1,0,0.1591151671009648,503805.61047371133,Low Risk,USA
0,73963.17,1,6,144432.04,1,1,1,0,1,0,0,0,1,0.5073786097760308,426901.8740261036,Medium Risk,Germany
0,145159.26,6,4,77065.9,2,0,1,0,0,0,0,1,0,0.1690785273462436,256142.84447754847,Low Risk,USA
0,123850.58,1,6,180520.29,1,1,1,0,1,0,0,0,1,0.5073786097760308,533568.9373406045,Medium Risk,Germany
1,23822.04,2,1,119827.49379288736,2,0,0,1,0,0,0,0,0,0.0681507590393619,111661.15913711766,Low Risk,France
0,45750.21,3,6,130024.87,1,1,1,0,0,1,0,0,1,0.5073786097760308,384318.1933385452,Medium Risk,Spain
0,159773.14,2,2,110086.69,1,1,0,1,0,0,0,0,1,0.7604298681876703,52746.96566816615,High Risk,France
0,84238.63,2,5,174853.46,1,1,0,1,0,0,0,0,1,0.7604298681876703,209448.33230020956,High Risk,France
1,72330.46,6,7,108724.98,1,0,1,0,0,0,0,1,0,0.4648640449012081,407278.5221077794,Medium Risk,USA
1,26767.85,4,9,91285.13,2,1,1,0,0,0,1,0,0,0.3414351141288982,541054.6309816082,Medium Risk,UK
1,164768.82,3,2,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,223322.31827423532,Low Risk,Spain
0,1112.76,5,9,110610.41,2,0,1,0,0,0,0,0,0,0.3414351141288982,655597.1883402519,Medium Risk,France
1,176680.16,6,5,102994.04,1,1,0,0,0,0,0,1,1,0.6512775207088773,179581.6849050453,Medium Risk,USA
1,43999.64,6,4,59893.85,2,1,0,0,0,0,0,1,0,0.3765938285064211,149352.78289804276,Medium Risk,USA
1,140746.13,6,8,149318.55,1,1,0,0,0,0,0,1,1,0.6512775207088773,416565.8796812437,Medium Risk,USA
0,152790.92,1,1,116409.55,1,0,1,0,1,0,0,0,1,0.6003838829610354,46519.132357253206,Medium Risk,Germany
1,81537.85,6,0,127760.07,1,1,0,0,0,0,0,1,1,0.6512775207088773,0.0,Medium Risk,USA
0,7387.8,5,6,132591.36,1,1,1,0,0,0,0,0,1,0.5073786097760308,391904.04056932067,Medium Risk,France
1,183038.33,3,0,119827.49379288736,2,1,0,0,0,1,0,0,0,0.0681507590393619,0.0,Low Risk,Spain
0,138849.06,2,5,113402.14,2,1,1,1,0,0,0,0,0,0.3414351141288982,373413.3369331935,Medium Risk,France
0,170333.38,4,7,119827.49379288736,2,1,0,0,0,0,1,0,0,0.1591151671009648,705327.8546631959,Low Risk,UK
1,60416.76,1,0,119827.49379288736,1,0,0,0,1,0,0,0,1,0.6512775207088773,0.0,Medium Risk,Germany
1,100240.2,3,9,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,1004950.432234059,Low Risk,Spain
1,2704.98,5,6,136953.47,1,1,1,0,0,0,0,0,0,0.4648640449012081,439732.35583526257,Medium Risk,France
1,68815.05,1,8,119827.49379288736,2,0,1,0,1,0,0,0,0,0.0681507590393619,893289.2730969413,Low Risk,Germany
1,64839.23,6,5,119827.49379288736,1,1,1,0,0,0,0,1,0,0.4648640449012081,320620.0016897567,Medium Risk,USA
1,144494.94,5,8,123863.64,1,1,0,0,0,0,0,0,1,0.6512775207088773,345552.28507858457,Medium Risk,France
1,185510.34,3,7,120811.89,1,1,1,0,0,1,0,0,0,0.4648640449012081,452555.5029970814,Medium Risk,Spain
1,56055.72,6,2,148430.55,1,1,1,0,0,0,0,1,0,0.2516031984799294,222169.8977357298,Low Risk,USA
1,155061.97,2,6,47869.69,2,1,1,1,0,0,0,0,0,0.1690785273462436,238655.71986167278,Low Risk,France
1,119817.19,6,7,150926.99,2,0,0,0,0,0,0,1,0,0.2905765233758223,749498.0497355575,Low Risk,USA
0,16259.64,6,6,103163.35,1,1,0,0,0,0,0,1,1,0.7604298681876703,148289.14414620903,High Risk,USA
1,184654.87,6,10,130206.28,1,1,0,0,0,0,0,1,1,0.6512775207088773,454058.5678087412,Medium Risk,USA
0,5278.78,2,4,136674.51,2,0,0,1,0,0,0,0,0,0.4747796987262266,287136.9092745814,Medium Risk,France
0,113244.73,5,2,200322.45,1,1,1,0,0,0,0,0,1,0.5073786097760308,197366.24762414314,Medium Risk,France
1,8908.0,4,1,119827.49379288736,2,1,1,0,0,0,1,0,0,0.0681507590393619,111661.15913711766,Low Risk,UK
1,64490.67,1,7,80927.56,1,0,1,0,1,0,0,0,0,0.4648640449012081,303150.72980090353,Medium Risk,Germany
0,154971.63,2,10,119827.49379288736,3,1,0,1,0,0,0,0,1,0.949616144899554,60373.71084310424,High Risk,France
0,155786.39,6,9,119827.49379288736,2,1,1,0,0,0,0,1,0,0.1591151671009648,906850.0988526805,Low Risk,USA
1,129084.82,6,0,142574.71,2,1,0,0,0,0,0,1,0,0.2905765233758223,0.0,Low Risk,USA
0,188533.11,5,7,160426.07,1,0,1,0,0,0,0,0,1,0.6003838829610354,448761.9021565479,Medium Risk,France
1,13411.67,6,5,116160.23,1,1,0,0,0,0,0,1,1,0.6512775207088773,202538.41700313523,Medium Risk,USA
0,15733.19,2,5,98683.47,2,1,0,1,0,0,0,0,0,0.3765938285064211,307599.4211120072,Medium Risk,France
1,73127.61,6,3,118829.03,2,1,1,0,0,0,0,1,0,0.3414351141288982,234769.87974037117,Medium Risk,USA
1,101704.19,2,1,118870.92,1,1,0,1,0,0,0,0,1,0.6512775207088773,41452.9619380167,Medium Risk,France
1,101986.16,1,1,119827.49379288736,1,1,1,0,1,0,0,0,0,0.4648640449012081,64124.000337951344,Medium Risk,Germany
0,114442.66,6,2,119827.49379288736,1,1,1,0,0,0,0,1,1,0.5073786097760308,118059.17315861242,Medium Risk,USA
1,15669.17,6,4,107192.38,1,1,1,0,0,0,0,1,0,0.4648640449012081,229449.9866024506,Medium Risk,USA
1,157486.1,3,3,108010.78,1,1,1,0,0,1,0,0,0,0.4648640449012081,173401.3557487965,Medium Risk,Spain
1,131281.28,1,3,119827.49379288736,2,0,0,0,1,0,0,0,0,0.0681507590393619,334983.477411353,Low Risk,Germany
