AccountId,CustomerId,Tenure,Balance,NumProducts,HasCreditCard,IsActive
A15793881SID,15793881,6,118273.83,1,0,1
A15576517SID,15576517,7,131082.17,2,1,1
A15631072SID,15631072,1,94456,2,0,1
A15730394SID,15730394,8,,2,0,0
A15631460SID,15631460,3,,2,1,1
A15692002SID,15692002,6,93791.38,1,1,1
A15595282SID,15595282,4,,2,1,0
A15789548SID,15789548,7,,2,1,1
A15758035SID,15758035,7,155973.13,1,0,1
A15617518SID,15617518,7,89409.95,1,1,1
A15651802SID,15651802,5,97854.37,2,1,0
A15631813SID,15631813,6,,2,1,1
A15729668SID,15729668,3,60280.62,1,1,0
A15741728SID,15741728,7,135216.8,1,1,1
A15576676SID,15576676,6,124923.35,2,1,1
A15711378SID,15711378,4,,2,1,0
A15765520SID,15765520,7,188614.07,1,1,0
A15656726SID,15656726,5,62321.62,1,1,1
A15647842SID,15647842,8,120782.7,1,1,0
A15719309SID,15719309,1,115961.58,2,0,1
A15748718SID,15748718,2,115062.61,1,1,0
A15594404SID,15594404,8,160602.25,2,1,0
A15751158SID,15751158,4,108825.34,3,1,0
A15593470SID,15593470,8,166287.85,1,1,1
A15695129SID,15695129,1,152663.77,1,0,1
A15640865SID,15640865,9,80844.69,2,1,1
A15714080SID,15714080,2,97001.36,2,1,0
A15648721SID,15648721,4,,2,1,1
A15801466SID,15801466,2,122524.61,2,1,0
A15750248SID,15750248,8,132292.63,1,1,0
A15758726SID,15758726,0,,2,1,1
A15781553SID,15781553,9,91502.99,1,1,0
A15649121SID,15649121,3,,1,1,0
A15674811SID,15674811,3,59385.98,2,1,1
A15646037SID,15646037,9,,3,1,1
A15722578SID,15722578,6,97956.5,1,1,1
A15665695SID,15665695,4,,2,1,1
A15801062SID,15801062,4,,2,0,1
A15662955SID,15662955,8,141223.68,2,1,0
A15770309SID,15770309,10,151762.74,1,0,1
A15657386SID,15657386,1,141749.74,2,0,1
A15777797SID,15777797,5,75075.14,1,1,1
A15783955SID,15783955,4,165686.11,2,1,0
A15804516SID,15804516,2,,1,1,0
A15681758SID,15681758,10,,2,1,0
A15630321SID,15630321,3,,2,1,0
A15588248SID,15588248,0,,2,1,1
A15591932SID,15591932,5,92961.61,1,1,0
A15810347SID,15810347,9,,2,0,1
A15595303SID,15595303,5,130812.91,1,1,1
A15634950SID,15634950,8,107174.58,1,1,1
A15685372SID,15685372,1,152677.48,1,1,1
A15745827SID,15745827,3,132005.77,1,1,0
A15755868SID,15755868,7,,1,0,0
A15735222SID,15735222,5,,2,1,1
A15604804SID,15604804,7,127305.5,1,1,1
A15718944SID,15718944,6,,2,1,0
A15678626SID,15678626,0,,2,0,0
A15571550SID,15571550,9,,1,1,0
A15723053SID,15723053,8,170291.22,2,0,1
A15661528SID,15661528,5,102562.23,1,1,0
A15754177SID,15754177,2,111061.01,2,0,0
A15683544SID,15683544,3,,1,1,1
A15708048SID,15708048,4,124379.14,1,1,0
A15701109SID,15701109,7,,1,1,1
A15600110SID,15600110,3,57745.76,1,1,0
A15651533SID,15651533,5,129293.74,1,1,0
A15777904SID,15777904,7,,2,1,1
A15655574SID,15655574,8,150777.1,1,1,0
A15569423SID,15569423,4,,2,1,0
A15718106SID,15718106,6,,2,0,0
A15585067SID,15585067,9,108632.48,1,1,1
A15675501SID,15675501,5,153861.1,1,1,1
A15633233SID,15633233,1,100374.58,1,1,0
A15667134SID,15667134,8,,2,0,0
A15659105SID,15659105,9,61196.54,1,1,0
A15575409SID,15575409,6,116891.72,1,1,0
A15752342SID,15752342,6,133656.91,3,1,0
A15654851SID,15654851,2,92911.52,1,0,1
A15741429SID,15741429,9,119825.75,2,1,1
A15682356SID,15682356,7,111852.84,2,1,0
A15806447SID,15806447,0,106683.52,2,1,1
A15800229SID,15800229,7,139022.24,1,0,1
A15663441SID,15663441,4,148571.07,1,1,0
A15791991SID,15791991,4,,1,0,1
A15775082SID,15775082,1,129776.72,2,0,1
A15579706SID,15579706,5,,1,1,0
A15718247SID,15718247,8,,2,1,1
A15755722SID,15755722,10,,1,0,0
A15582259SID,15582259,7,,2,1,1
A15716994SID,15716994,3,114739.92,1,1,0
A15586880SID,15586880,2,122545.65,2,1,1
A15713854SID,15713854,6,,2,1,0
A15780835SID,15780835,1,131908.35,1,1,1
A15675896SID,15675896,7,105722.69,1,1,1
A15658459SID,15658459,10,,2,1,0
A15658057SID,15658057,8,,3,1,0
A15801767SID,15801767,8,,2,1,0
A15569178SID,15569178,4,82767.42,1,1,0
A15731478SID,15731478,1,87842.98,1,0,0
A15811236SID,15811236,6,133261.13,1,1,1
A15746749SID,15746749,3,,2,1,1
A15662758SID,15662758,0,97925.11,1,1,0
A15709387SID,15709387,5,,1,1,1
A15572093SID,15572093,7,140453.91,1,1,0
A15713826SID,15713826,0,117356.19,1,0,0
A15570205SID,15570205,5,,2,1,1
A15589348SID,15589348,4,137204.77,1,1,1
A15804610SID,15804610,1,,2,0,1
A15700854SID,15700854,8,,1,1,0
A15758836SID,15758836,3,54098.18,2,0,1
A15772933SID,15772933,8,,1,1,1
A15809006SID,15809006,7,113758.48,2,0,0
A15689612SID,15689612,8,,1,0,1
A15744614SID,15744614,9,118636.92,1,1,1
A15704250SID,15704250,7,,2,0,0
A15700255SID,15700255,8,95488.82,2,0,0
A15669410SID,15669410,8,110829.52,2,0,0
A15807595SID,15807595,7,144244.59,2,1,0
A15664523SID,15664523,8,122021.92,2,1,0
A15642833SID,15642833,8,,2,1,0
A15605279SID,15605279,9,,4,1,1
A15713644SID,15713644,5,,2,1,0
A15750466SID,15750466,1,85839.62,1,1,0
A15739054SID,15739054,4,96974.97,1,0,1
A15612771SID,15612771,4,148172.44,1,1,1
A15788483SID,15788483,0,,1,1,0
A15732832SID,15732832,5,,2,1,0
A15772892SID,15772892,2,,1,0,0
A15713843SID,15713843,2,,2,0,1
A15567993SID,15567993,8,134766.85,1,1,0
A15617603SID,15617603,5,123210.56,2,1,1
A15744983SID,15744983,1,139887.01,1,1,1
A15630419SID,15630419,9,149961.11,1,1,0
A15738828SID,15738828,6,152880.97,1,0,0
A15778025SID,15778025,9,108589.47,2,0,1
A15799479SID,15799479,9,,1,1,1
A15684269SID,15684269,3,56674.48,1,1,0
A15762745SID,15762745,8,,1,1,0
A15746970SID,15746970,1,,2,1,1
A15725024SID,15725024,3,105663.56,2,0,1
A15592116SID,15592116,7,,2,1,0
A15624391SID,15624391,5,100683.54,1,1,1
A15567422SID,15567422,6,,2,1,0
A15612627SID,15612627,5,139541.58,2,1,0
A15574879SID,15574879,2,121801.72,2,0,1
A15745107SID,15745107,5,112281.7,1,0,1
A15734491SID,15734491,4,,2,1,1
A15675320SID,15675320,5,93499.82,2,0,0
A15643824SID,15643824,0,132255.99,2,0,1
A15643438SID,15643438,7,,2,1,0
A15721730SID,15721730,4,,2,1,0
A15680727SID,15680727,5,121973.28,1,1,0
A15752508SID,15752508,7,99462.8,2,1,1
A15808846SID,15808846,3,165878.76,2,1,1
A15727251SID,15727251,8,117494.27,1,0,0
A15663489SID,15663489,0,138577.34,1,1,0
A15683677SID,15683677,9,,1,1,1
A15596414SID,15596414,8,107525.07,1,1,0
A15730639SID,15730639,7,139224.92,2,1,0
A15672132SID,15672132,7,121453.63,1,0,0
A15742638SID,15742638,4,,2,0,1
A15578603SID,15578603,1,77354.37,1,0,0
A15726088SID,15726088,6,,1,1,1
A15682533SID,15682533,7,79259.99,1,0,1
A15772995SID,15772995,2,116295.29,1,1,0
A15765694SID,15765694,1,,1,0,1
A15659486SID,15659486,9,74309.81,1,1,0
A15568963SID,15568963,2,152797.9,1,1,0
A15703820SID,15703820,9,133701.07,2,1,0
A15569410SID,15569410,7,114430.18,2,1,1
A15632256SID,15632256,7,127504.57,1,0,0
A15724466SID,15724466,2,84113.41,1,1,0
A15777639SID,15777639,10,101126.66,2,0,0
A15802501SID,15802501,5,103564.83,2,1,0
A15778410SID,15778410,7,,1,0,1
A15670702SID,15670702,2,168178.21,2,0,1
A15704763SID,15704763,1,143903.11,1,1,1
A15645544SID,15645544,5,129753.69,1,1,0
A15757646SID,15757646,9,,2,1,0
A15701121SID,15701121,5,110641.18,1,0,1
A15796313SID,15796313,4,166909.2,2,1,0
A15815660SID,15815660,1,154139.45,1,1,1
A15602844SID,15602844,7,97459.06,1,0,0
A15636238SID,15636238,1,,2,1,1
A15770101SID,15770101,6,112088.04,2,1,1
A15645543SID,15645543,3,,2,1,1
A15596397SID,15596397,7,,2,1,1
A15770525SID,15770525,1,141038.57,2,0,0
A15684267SID,15684267,2,84468.67,2,1,1
A15689980SID,15689980,4,118520.26,1,0,0
A15633260SID,15633260,1,142663.46,1,0,1
A15756471SID,15756471,4,118627.16,2,1,1
A15721303SID,15721303,1,137523.02,1,0,0
A15802256SID,15802256,7,110976.23,2,1,0
A15725664SID,15725664,8,107283.4,1,0,0
A15674851SID,15674851,5,,2,0,0
A15701946SID,15701946,4,124314.45,1,0,0
A15748947SID,15748947,5,95858.37,1,1,1
A15673342SID,15673342,2,,2,1,0
A15601008SID,15601008,8,,2,1,0
A15771636SID,15771636,0,,1,0,0
A15642002SID,15642002,6,117707.18,2,0,0
A15693381SID,15693381,1,135289.33,2,0,1
A15607691SID,15607691,8,174060.46,1,1,1
A15589380SID,15589380,3,114446.84,2,1,1
A15603846SID,15603846,2,,2,1,0
A15753549SID,15753549,1,157848.53,1,0,0
A15725355SID,15725355,8,,1,0,1
A15773017SID,15773017,6,,2,1,1
A15625641SID,15625641,3,108071.36,2,1,1
A15776467SID,15776467,8,14262.8,2,1,0
A15746451SID,15746451,7,102749.72,1,0,1
A15777922SID,15777922,1,161757.87,2,1,1
A15606841SID,15606841,1,,2,1,0
A15757648SID,15757648,5,95698.79,1,0,1
A15677173SID,15677173,9,124969.13,1,1,0
A15764170SID,15764170,4,93960.35,1,1,0
A15610446SID,15610446,4,88308.87,3,0,0
A15612776SID,15612776,10,,2,1,1
A15794122SID,15794122,3,,2,1,1
A15774931SID,15774931,7,112935.87,1,1,1
A15779247SID,15779247,8,98567.1,1,1,0
A15707078SID,15707078,1,180530.51,1,0,0
A15605263SID,15605263,5,140931.57,1,0,1
A15607381SID,15607381,7,148913.72,2,1,0
A15683471SID,15683471,7,,2,0,0
A15605037SID,15605037,2,,1,0,1
A15576085SID,15576085,5,,2,0,0
A15770435SID,15770435,6,115335.32,2,1,1
A15592994SID,15592994,0,,2,1,1
A15624068SID,15624068,0,,2,0,1
A15595221SID,15595221,7,134678.13,1,1,0
A15637131SID,15637131,9,,2,1,0
A15613471SID,15613471,2,90547.48,2,1,1
A15583499SID,15583499,9,103324.78,1,1,1
A15752816SID,15752816,3,114590.58,1,0,0
A15804075SID,15804075,3,91286.51,1,1,0
A15800517SID,15800517,5,163340.12,2,1,1
A15712319SID,15712319,8,150900.29,2,0,1
A15797389SID,15797389,9,124577.33,1,1,1
A15621432SID,15621432,1,,2,0,0
A15779390SID,15779390,4,91292.7,1,1,1
A15711219SID,15711219,8,93716.72,1,1,1
A15770498SID,15770498,4,111723.08,1,1,1
A15678727SID,15678727,4,110765.68,1,1,0
A15573893SID,15573893,9,173459.45,2,1,1
A15740104SID,15740104,7,169649.73,2,0,1
A15792649SID,15792649,9,,2,0,0
A15605275SID,15605275,8,116917.07,1,0,0
A15572467SID,15572467,5,,2,1,1
A15738219SID,15738219,7,,2,1,1
A15600710SID,15600710,0,,1,1,0
A15804394SID,15804394,8,130627.66,1,1,0
A15694188SID,15694188,5,56580.95,2,0,1
A15583718SID,15583718,6,142316.14,1,1,1
A15802478SID,15802478,6,,2,1,1
A15619343SID,15619343,7,152759,2,1,0
A15758813SID,15758813,0,109733.2,2,0,0
A15761374SID,15761374,9,117444.51,1,1,1
A15569209SID,15569209,5,76001.57,1,1,1
A15788539SID,15788539,3,107747.57,1,1,0
A15747222SID,15747222,8,,2,1,1
A15769346SID,15769346,1,134997.49,2,1,0
A15699634SID,15699634,2,,2,1,1
A15589076SID,15589076,9,,1,0,1
A15812338SID,15812338,7,,1,1,0
A15758845SID,15758845,0,64345.21,1,0,1
A15685844SID,15685844,8,141665.63,1,0,1
A15583090SID,15583090,8,,2,1,0
A15587581SID,15587581,5,136624.6,2,1,1
A15633640SID,15633640,4,161209.66,1,1,1
A15573741SID,15573741,10,95010.92,1,1,1
A15633574SID,15633574,4,167545.32,1,1,0
A15711455SID,15711455,4,109044.6,1,0,0
A15570601SID,15570601,9,122031.55,1,1,1
A15690925SID,15690925,2,27755.97,1,1,0
A15709338SID,15709338,1,118560.55,1,1,1
A15780746SID,15780746,4,,2,1,1
A15681956SID,15681956,9,,2,1,1
A15778190SID,15778190,8,97840.72,1,1,1
A15786852SID,15786852,2,158651.29,2,1,1
A15726494SID,15726494,9,175303.06,1,1,0
A15641183SID,15641183,8,96950.21,1,1,0
A15805312SID,15805312,7,123859.6,1,0,1
A15636572SID,15636572,7,,2,1,1
A15632575SID,15632575,9,,1,1,1
A15740164SID,15740164,3,85227.84,1,1,1
A15574947SID,15574947,8,97786.08,2,0,1
A15597909SID,15597909,7,128135.99,1,1,0
A15782574SID,15782574,6,,2,0,0
A15734999SID,15734999,2,85996.19,1,1,0
A15706593SID,15706593,10,,2,1,1
A15766686SID,15766686,1,104502.11,1,1,0
A15590268SID,15590268,5,95772.97,1,1,1
A15763055SID,15763055,5,98108.79,1,0,1
A15664754SID,15664754,9,131607.28,4,0,1
A15643630SID,15643630,9,63127.41,2,1,0
A15641043SID,15641043,7,,2,1,1
A15768095SID,15768095,9,,1,0,1
A15811314SID,15811314,9,140355.56,2,1,0
A15669922SID,15669922,2,,2,1,1
A15707114SID,15707114,2,,2,0,1
A15670602SID,15670602,7,107418.27,1,0,1
A15713479SID,15713479,6,,2,1,0
A15663830SID,15663830,6,,2,1,1
A15566958SID,15566958,7,167557.12,1,1,1
A15680918SID,15680918,8,117300.02,1,1,0
A15663921SID,15663921,7,,2,1,1
A15716324SID,15716324,9,143672.9,1,1,1
A15796969SID,15796969,4,,2,1,1
A15574783SID,15574783,1,,2,1,1
A15773487SID,15773487,8,76798.92,1,0,0
A15802486SID,15802486,3,,2,1,1
A15783398SID,15783398,7,115309.75,1,1,0
A15649418SID,15649418,7,178171.04,2,1,1
A15604588SID,15604588,3,,2,0,1
A15735428SID,15735428,0,,2,0,0
A15629078SID,15629078,5,127258.79,1,1,1
A15806880SID,15806880,6,,1,1,1
A15754999SID,15754999,8,,1,1,1
A15781034SID,15781034,5,,2,0,1
A15622017SID,15622017,10,,1,1,1
A15705885SID,15705885,2,,2,1,1
A15677382SID,15677382,1,107569.96,1,1,1
A15566843SID,15566843,9,134874.4,1,1,1
A15608387SID,15608387,4,,2,1,0
A15810786SID,15810786,3,,2,1,1
A15626983SID,15626983,6,,2,1,1
A15773605SID,15773605,3,,2,1,0
A15811261SID,15811261,0,70105.87,1,1,1
A15590606SID,15590606,9,,2,1,0
A15576644SID,15576644,4,78939.15,1,1,0
A15750264SID,15750264,6,105128.85,2,1,1
A15741554SID,15741554,2,113836.27,1,1,1
A15769051SID,15769051,7,,1,0,1
A15812198SID,15812198,1,100900.5,1,0,0
A15699772SID,15699772,3,129248.11,2,1,0
A15744105SID,15744105,3,109118.05,2,0,1
A15739858SID,15739858,7,,1,1,1
A15723720SID,15723720,7,,2,0,1
A15638355SID,15638355,5,126397.66,1,0,0
A15805637SID,15805637,9,108546.16,3,1,0
A15629575SID,15629575,2,148061.89,1,1,0
A15586243SID,15586243,8,122277.87,1,1,1
A15757931SID,15757931,3,,2,1,0
A15716023SID,15716023,1,,2,0,1
A15647782SID,15647782,8,152899.24,2,1,0
A15716609SID,15716609,3,134388.11,1,0,0
A15623791SID,15623791,3,109740.62,1,1,0
A15627262SID,15627262,6,92366.72,2,1,0
A15652693SID,15652693,4,129109.02,1,0,0
A15586993SID,15586993,5,,2,1,1
A15815560SID,15815560,7,105102.5,1,1,1
A15584930SID,15584930,5,111375.32,2,1,0
A15799031SID,15799031,3,,2,1,0
A15810457SID,15810457,9,150412.14,2,1,0
A15697879SID,15697879,3,156660.72,2,1,0
A15594902SID,15594902,3,90957.81,1,0,1
A15799710SID,15799710,7,104960.46,1,0,1
A15659651SID,15659651,7,117052.82,1,1,0
A15645956SID,15645956,3,88915.85,1,1,0
A15651713SID,15651713,6,148071.39,1,1,0
A15737265SID,15737265,6,152182.83,1,0,0
A15687310SID,15687310,9,,2,1,0
A15607347SID,15607347,5,130056.23,1,0,0
A15698321SID,15698321,3,95039.73,2,1,1
A15657812SID,15657812,1,,2,1,1
A15569187SID,15569187,9,,2,0,0
A15681562SID,15681562,2,112773.73,2,1,1
A15615456SID,15615456,10,123806.28,1,1,0
A15589793SID,15589793,8,144453.75,1,1,0
A15781884SID,15781884,9,94667.29,2,0,1
A15675190SID,15675190,10,,2,0,1
A15600734SID,15600734,5,174397.21,2,1,1
A15779176SID,15779176,3,108888.24,3,0,1
A15605286SID,15605286,4,118803.35,2,1,1
A15674922SID,15674922,6,171137.62,1,1,1
A15737506SID,15737506,6,,1,0,0
A15780514SID,15780514,8,136678.52,1,1,0
A15623647SID,15623647,1,135515.76,1,1,0
A15668472SID,15668472,5,177799.83,2,0,0
A15692416SID,15692416,8,143542.36,3,1,0
A15771139SID,15771139,8,147487.23,2,1,0
A15738318SID,15738318,5,97764.41,1,1,0
A15772243SID,15772243,9,,1,0,0
A15638463SID,15638463,8,139480.18,1,1,1
A15598088SID,15598088,5,,2,1,1
A15693468SID,15693468,9,140553.46,1,0,0
A15671930SID,15671930,5,,2,1,1
A15762268SID,15762268,10,141162.08,1,1,0
A15780954SID,15780954,4,65848.36,2,1,0
A15700174SID,15700174,0,83319.28,1,0,0
A15635728SID,15635728,4,,2,0,0
A15679283SID,15679283,4,129731.64,2,1,0
A15591386SID,15591386,5,,2,1,0
A15694192SID,15694192,6,,2,0,0
A15585901SID,15585901,1,,3,0,0
A15792329SID,15792329,5,107106.33,2,1,0
A15635597SID,15635597,8,,2,1,1
A15775880SID,15775880,9,,2,1,1
A15630913SID,15630913,1,105303.73,1,0,1
A15756680SID,15756680,6,165798.1,1,1,0
A15587913SID,15587913,4,,2,1,0
A15737605SID,15737605,1,126495.57,2,1,1
A15627876SID,15627876,9,116393.59,1,1,0
A15772601SID,15772601,2,81733.74,2,0,0
A15758606SID,15758606,4,,1,0,1
A15657107SID,15657107,8,106171.68,1,1,0
A15622454SID,15622454,0,96020.86,1,1,1
A15775803SID,15775803,1,,2,0,1
A15570859SID,15570859,2,181671.16,2,1,1
A15748381SID,15748381,6,185709.28,2,1,1
A15787189SID,15787189,8,134250.17,3,0,0
A15666055SID,15666055,7,,1,1,0
A15617648SID,15617648,5,95671.75,2,1,1
A15755678SID,15755678,2,,2,0,0
A15624781SID,15624781,1,142151.75,2,1,1
A15779497SID,15779497,5,127823.93,1,1,1
A15567399SID,15567399,3,144164.29,1,1,1
A15613656SID,15613656,1,63492.94,1,1,1
A15734311SID,15734311,3,,2,1,1
A15657214SID,15657214,2,,2,0,1
A15799350SID,15799350,0,106134.46,1,0,1
A15729970SID,15729970,8,127269.75,1,0,1
A15725835SID,15725835,3,124493.03,2,0,1
A15745543SID,15745543,7,,2,1,0
A15727384SID,15727384,10,146547.78,1,0,1
A15666916SID,15666916,6,99610.92,2,1,0
A15732917SID,15732917,5,117837.43,1,1,0
A15612050SID,15612050,8,168522.37,1,1,1
A15726267SID,15726267,9,117337.54,2,0,1
A15780124SID,15780124,9,108131.53,1,0,1
A15742238SID,15742238,4,136496.12,2,1,0
A15679024SID,15679024,3,116324.53,1,1,0
A15715297SID,15715297,2,75470.23,1,1,1
A15633612SID,15633612,4,172646.82,1,1,1
A15602929SID,15602929,4,,1,0,0
A15696703SID,15696703,3,160358.68,2,1,0
A15756668SID,15756668,3,98415.37,1,1,1
A15565779SID,15565779,6,57809.32,1,1,0
A15795519SID,15795519,3,128743.8,1,0,0
A15761477SID,15761477,4,130806.42,2,1,0
A15731890SID,15731890,1,123971.16,1,0,1
A15633043SID,15633043,6,,1,0,0
A15752953SID,15752953,9,,2,0,0
A15603088SID,15603088,9,,2,0,1
A15606613SID,15606613,7,,1,1,0
A15635939SID,15635939,9,,2,1,0
A15666043SID,15666043,4,156297.58,2,1,1
A15746190SID,15746190,2,,2,0,1
A15591357SID,15591357,3,123372.3,1,1,1
A15658716SID,15658716,5,92171.35,3,1,0
A15679909SID,15679909,8,,2,1,0
A15634262SID,15634262,4,148375.19,2,1,1
A15799825SID,15799825,8,,2,1,1
A15756875SID,15756875,6,147422.44,1,0,1
A15678146SID,15678146,7,173962.32,1,0,0
A15710743SID,15710743,0,,1,1,1
A15595831SID,15595831,6,145215.43,1,1,1
A15626684SID,15626684,5,167539.97,1,0,1
A15709846SID,15709846,1,94968.97,1,1,0
A15635459SID,15635459,3,106116.5,2,1,0
A15642544SID,15642544,5,,2,0,1
A15566494SID,15566494,2,,2,1,0
A15655238SID,15655238,9,,2,0,0
A15733429SID,15733429,8,120018.86,2,1,1
A15814536SID,15814536,2,112541.54,2,0,0
A15771702SID,15771702,5,166118.45,2,1,0
A15723008SID,15723008,1,102882.4,2,1,1
A15797160SID,15797160,8,,1,1,1
A15792222SID,15792222,1,106881.5,2,0,0
A15644765SID,15644765,4,120727.97,1,0,1
A15610686SID,15610686,8,169832.57,1,0,0
A15730868SID,15730868,5,,2,1,1
A15705991SID,15705991,9,113599.42,1,0,0
A15577078SID,15577078,6,,1,1,1
A15679550SID,15679550,9,,2,1,0
A15787655SID,15787655,3,,2,1,0
A15668081SID,15668081,4,,2,1,1
A15747980SID,15747980,6,146282.79,2,1,0
A15710295SID,15710295,6,119413.62,2,1,0
A15724443SID,15724443,3,122084.63,1,0,1
A15571305SID,15571305,1,103060.63,1,1,0
A15569503SID,15569503,6,,2,1,1
A15581840SID,15581840,8,,2,1,0
A15772262SID,15772262,9,110483.86,1,1,1
A15767794SID,15767794,9,120718.28,1,1,1
A15629338SID,15629338,2,36566.96,1,1,0
A15790379SID,15790379,8,108601,1,1,1
A15750684SID,15750684,4,,1,1,0
A15697214SID,15697214,5,,2,1,1
A15711015SID,15711015,4,,2,1,1
A15573309SID,15573309,2,,2,1,1
A15805303SID,15805303,1,141136.62,1,1,0
A15741385SID,15741385,9,108231.37,1,1,1
A15780254SID,15780254,6,,1,0,0
A15744843SID,15744843,6,144855.34,1,0,0
A15815626SID,15815626,2,68432.45,2,1,1
A15784736SID,15784736,6,136855.24,1,1,0
A15813412SID,15813412,3,44020.89,1,1,0
A15809143SID,15809143,9,133060.63,1,1,1
A15617617SID,15617617,7,,2,1,1
A15779738SID,15779738,1,,1,1,1
A15668669SID,15668669,5,97665.61,1,1,0
A15687477SID,15687477,5,185013.02,1,1,0
A15578908SID,15578908,0,,2,1,1
A15687658SID,15687658,7,65971.61,2,1,0
A15615020SID,15615020,9,150463.11,2,0,1
A15608886SID,15608886,1,,2,0,0
A15602551SID,15602551,9,,2,1,0
A15672945SID,15672945,5,136425.18,1,1,0
A15757408SID,15757408,3,250898.09,3,0,1
A15806132SID,15806132,4,146798.81,1,1,1
A15813022SID,15813022,1,,2,0,0
A15673578SID,15673578,7,128486.91,2,1,0
A15757916SID,15757916,9,,2,1,1
A15689168SID,15689168,1,143407.29,2,0,1
A15769216SID,15769216,2,,1,1,0
A15593295SID,15593295,6,76165.65,1,1,1
A15804814SID,15804814,4,,2,1,0
A15778934SID,15778934,8,,2,0,1
A15802351SID,15802351,6,90560.3,2,1,1
A15630241SID,15630241,3,62391.22,1,1,1
A15719561SID,15719561,5,,3,0,0
A15615096SID,15615096,7,,2,1,1
A15659931SID,15659931,1,123378.2,1,1,0
A15714586SID,15714586,3,99836.47,1,0,1
A15634949SID,15634949,5,161434.36,2,1,1
A15589224SID,15589224,5,,2,0,1
A15795990SID,15795990,10,138311.76,1,1,1
A15603216SID,15603216,7,,2,1,0
A15631201SID,15631201,4,,2,1,0
A15686255SID,15686255,6,101744.84,1,0,0
A15746594SID,15746594,8,,1,1,0
A15718893SID,15718893,4,125456.07,1,1,0
A15671609SID,15671609,7,,2,1,0
A15652540SID,15652540,2,,2,0,1
A15774857SID,15774857,7,,2,1,0
A15791836SID,15791836,5,,2,1,0
A15651554SID,15651554,4,118449.21,1,1,1
A15583576SID,15583576,2,,1,0,1
A15732740SID,15732740,9,178095.55,1,0,0
A15723320SID,15723320,2,109175.14,2,1,0
A15603851SID,15603851,7,127785.17,4,0,0
A15777923SID,15777923,6,,2,0,1
A15735719SID,15735719,9,,2,1,1
A15703482SID,15703482,9,134260.36,2,1,0
A15605835SID,15605835,8,69143.91,2,0,1
A15664881SID,15664881,4,100054.77,1,1,0
A15757568SID,15757568,6,,1,1,1
A15792660SID,15792660,2,116248.88,1,1,0
A15599722SID,15599722,6,86053.52,2,1,1
A15726354SID,15726354,6,123157.95,1,1,0
A15610355SID,15610355,1,63438.91,1,1,0
A15704284SID,15704284,9,95295.39,1,1,0
A15621893SID,15621893,4,133550.67,1,1,1
A15588219SID,15588219,1,106871.81,2,1,0
A15688619SID,15688619,3,105266.32,2,1,1
A15765518SID,15765518,2,105229.53,1,1,0
A15616931SID,15616931,8,102768.42,1,1,0
A15758372SID,15758372,7,,2,1,1
A15782591SID,15782591,6,112689.95,1,1,0
A15612109SID,15612109,9,122334.26,2,1,1
A15613712SID,15613712,1,,2,1,0
A15639322SID,15639322,4,137847.41,2,1,0
A15594349SID,15594349,5,122486.47,1,0,1
A15574167SID,15574167,2,101286.11,1,1,1
A15811842SID,15811842,7,,2,1,1
A15648794SID,15648794,4,101247.06,1,1,0
A15771211SID,15771211,10,86977.96,1,0,1
A15588614SID,15588614,7,,1,1,0
A15630698SID,15630698,9,110123.59,1,0,1
A15694200SID,15694200,8,178111.82,1,0,0
A15721426SID,15721426,10,126306.64,3,0,0
A15725997SID,15725997,6,100768.77,1,1,0
A15762138SID,15762138,5,,2,1,0
A15750649SID,15750649,3,,2,1,1
A15685706SID,15685706,7,118991.79,1,1,1
A15641835SID,15641835,3,140997.26,1,0,1
A15586821SID,15586821,5,,2,0,1
A15569678SID,15569678,6,166824.59,1,1,0
A15793842SID,15793842,2,76322.69,1,1,0
A15667554SID,15667554,6,,2,1,1
A15794479SID,15794479,8,149083.7,1,1,1
A15585041SID,15585041,7,,2,0,1
A15780650SID,15780650,9,,1,1,1
A15780846SID,15780846,1,126588.81,2,0,1
A15805260SID,15805260,2,143249.67,1,1,0
A15621629SID,15621629,8,81844.91,2,1,1
A15662151SID,15662151,4,,1,0,1
A15747174SID,15747174,9,190298.89,2,1,1
A15651585SID,15651585,2,117212.18,1,1,1
A15649738SID,15649738,0,,2,1,1
A15633108SID,15633108,4,139848.17,1,1,0
A15769254SID,15769254,9,101861.36,2,0,0
A15704746SID,15704746,2,167455.66,2,1,1
A15637644SID,15637644,4,,2,0,1
A15609562SID,15609562,1,116360.07,1,1,0
A15787459SID,15787459,3,88466.82,1,0,0
A15762902SID,15762902,7,,2,0,1
A15738605SID,15738605,5,123642.36,1,1,1
A15724889SID,15724889,9,,1,0,1
A15730735SID,15730735,9,72286.84,2,1,1
A15689147SID,15689147,1,,2,1,0
A15730397SID,15730397,1,109681.61,1,1,1
A15762169SID,15762169,9,145018.64,2,1,0
A15589320SID,15589320,8,,1,1,1
A15799211SID,15799211,8,187487.63,1,1,1
A15798310SID,15798310,2,165692.91,1,1,1
A15609998SID,15609998,5,137648.41,1,1,0
A15583548SID,15583548,6,118560,1,1,0
A15761763SID,15761763,8,164385.53,1,1,0
A15764409SID,15764409,9,108286.5,1,1,1
A15710161SID,15710161,2,,2,1,1
A15735246SID,15735246,9,,2,0,0
A15791700SID,15791700,2,118079.47,4,1,1
A15670753SID,15670753,2,127283.78,1,1,1
A15573876SID,15573876,8,,2,1,0
