Gender,Age,Salary,LocationId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography_France,Geography_Germany,Geography_Spain,Geography_UK,Geography_USA
0,27,143315.57,2,1,133801.49,1,1,1,1,0,0,0,0
1,30,3183.15,4,8,119827.49379288736,2,0,0,0,0,0,1,0
1,42,168486.02,1,1,119827.49379288736,1,0,1,0,1,0,0,0
0,35,43024.64,5,2,167924.95,1,1,0,0,0,0,0,0
1,80,34164.05,6,8,119827.49379288736,2,0,1,0,0,0,0,1
1,67,108645.85,2,2,119827.49379288736,2,0,1,1,0,0,0,0
1,75,91673.6,4,7,126273.95,1,0,1,0,0,0,1,0
0,48,114020.06,4,4,119827.49379288736,1,1,0,0,0,0,1,0
0,39,73669.94,4,2,119827.49379288736,1,0,1,0,0,0,1,0
1,41,143882.25,1,5,119827.49379288736,2,0,0,0,1,0,0,0
1,62,43507.1,2,4,119817.33,1,0,1,1,0,0,0,0
1,35,167155.36,5,8,119827.49379288736,2,1,0,0,0,0,0,0
1,43,107415.02,4,2,97403.18,1,1,1,0,0,0,1,0
1,31,32231.6,2,9,112494.99,1,1,1,1,0,0,0,0
0,51,38928.48,1,8,119827.49379288736,1,1,1,0,1,0,0,0
0,35,105407.79,5,4,108155.49,1,1,0,0,0,0,0,0
1,48,157937.35,1,8,129250.0,2,1,1,0,1,0,0,0
1,34,81175.25,4,1,119827.49379288736,2,0,1,0,0,0,1,0
0,35,88658.73,6,8,119827.49379288736,3,0,1,0,0,0,0,1
0,49,166164.3,4,1,120656.86,4,0,0,0,0,0,1,0
1,28,79355.87,6,8,134766.85,1,1,0,0,0,0,0,1
1,24,10883.52,3,9,119827.49379288736,1,0,0,0,0,1,0,0
0,29,64729.51,2,6,119827.49379288736,2,0,1,1,0,0,0,0
1,25,35321.65,4,5,153611.83,2,1,0,0,0,0,1,0
0,43,168035.62,4,8,119827.49379288736,2,0,0,0,0,0,1,0
0,29,9796.69,6,4,99097.36,1,1,1,0,0,0,0,1
1,40,145613.17,4,1,119827.49379288736,2,1,1,0,0,0,1,0
1,24,182775.08,3,2,148197.15,2,1,0,0,0,1,0,0
1,27,46786.92,6,9,128940.24,1,1,0,0,0,0,0,1
0,30,178361.04,3,5,100683.54,1,1,1,0,0,1,0,0
0,39,38410.74,3,6,119827.49379288736,1,0,0,0,0,1,0,0
0,37,109843.16,5,8,170840.08,2,0,0,0,0,0,0,0
0,43,6101.41,5,3,134985.66,1,1,0,0,0,0,0,0
1,27,77027.34,4,0,185267.45,2,1,1,0,0,0,1,0
0,56,29239.29,1,9,94348.94,1,1,0,0,1,0,0,0
0,43,87994.95,3,1,121927.92,1,1,0,0,0,1,0,0
1,40,106149.48,4,6,119827.49379288736,2,0,0,0,0,0,1,0
1,35,198674.08,6,8,58641.43,1,0,1,0,0,0,0,1
0,30,54776.64,3,3,131344.52,2,1,0,0,0,1,0,0
0,33,145381.65,1,1,167298.42,1,0,1,0,1,0,0,0
0,62,5893.23,5,7,142724.48,1,0,1,0,0,0,0,0
0,59,91.75,4,8,121669.93,2,0,0,0,0,0,1,0
1,43,157337.29,4,6,175735.5,1,1,1,0,0,0,1,0
0,44,84870.23,2,2,161887.81,2,1,0,1,0,0,0,0
0,32,48725.68,5,4,133950.37,1,1,1,0,0,0,0,0
1,33,121085.72,4,5,103564.83,2,1,0,0,0,0,1,0
0,32,136877.24,1,4,132835.56,1,0,0,0,1,0,0,0
0,70,131177.22,5,7,97072.42,1,0,1,0,0,0,0,0
1,35,43036.6,1,7,119827.49379288736,2,1,1,0,1,0,0,0
0,38,179631.85,3,2,112803.92,1,1,0,0,0,1,0,0
1,35,197305.91,5,0,119827.49379288736,2,0,1,0,0,0,0,0
0,42,86207.49,4,1,142703.4,1,1,0,0,0,0,1,0
0,30,19570.63,1,2,34013.63,1,1,0,0,1,0,0,0
0,45,181204.5,1,6,119827.49379288736,2,1,1,0,1,0,0,0
0,61,131305.37,5,7,80538.56,1,1,0,0,0,0,0,0
0,43,125870.79,2,9,119827.49379288736,1,1,0,1,0,0,0,0
1,47,30117.44,4,1,119827.49379288736,2,0,1,0,0,0,1,0
1,41,10779.69,6,4,152532.3,1,0,0,0,0,0,0,1
1,45,30793.61,4,3,119827.49379288736,2,1,1,0,0,0,1,0
1,40,194767.3,4,9,119827.49379288736,2,1,0,0,0,0,1,0
1,51,130189.53,5,10,141556.96,1,1,0,0,0,0,0,0
0,41,103706.41,1,3,135756.96,1,1,1,0,1,0,0,0
1,36,177383.68,1,0,89772.3,1,1,0,0,1,0,0,0
0,44,68408.74,5,5,141428.99,2,0,0,0,0,0,0,0
0,26,111906.0,4,0,119827.49379288736,2,0,1,0,0,0,1,0
1,42,172967.87,4,7,119827.49379288736,2,0,1,0,0,0,1,0
0,54,5924.38,2,9,120633.42,1,0,0,1,0,0,0,0
1,58,168650.4,2,9,119827.49379288736,1,0,1,1,0,0,0,0
1,33,141031.08,4,2,119827.49379288736,2,0,1,0,0,0,1,0
0,49,111421.77,1,7,115309.75,1,1,0,0,1,0,0,0
1,41,198766.61,2,6,106116.56,2,1,0,1,0,0,0,0
1,36,141210.5,1,4,119827.49379288736,2,1,1,0,1,0,0,0
0,45,155516.35,1,9,150840.03,2,1,0,0,1,0,0,0
1,24,104492.83,4,8,108881.73,1,1,0,0,0,0,1,0
1,24,26843.76,5,7,98148.61,1,1,0,0,0,0,0,0
1,74,123583.85,1,6,119827.49379288736,2,1,0,0,1,0,0,0
1,26,154364.66,3,7,119827.49379288736,2,1,0,0,0,1,0,0
1,42,158302.59,5,6,119827.49379288736,2,1,0,0,0,0,0,0
1,40,153537.55,6,5,169742.64,1,1,1,0,0,0,0,1
1,39,100403.05,1,2,119827.49379288736,2,1,0,0,1,0,0,0
0,40,128702.1,1,2,102967.41,1,1,0,0,1,0,0,0
0,34,84033.35,2,2,119827.49379288736,2,1,1,1,0,0,0,0
1,38,172497.73,2,1,142557.11,1,1,1,1,0,0,0,0
0,35,125240.8,4,1,120171.58,1,1,0,0,0,0,1,0
1,34,195052.12,4,1,119827.49379288736,2,1,1,0,0,0,1,0
1,24,171837.06,1,1,182705.05,1,1,1,0,1,0,0,0
1,40,36690.49,5,6,94607.08,1,1,0,0,0,0,0,0
0,32,76264.27,2,7,119827.49379288736,1,0,0,1,0,0,0,0
1,39,153129.22,1,1,119827.49379288736,2,1,0,0,1,0,0,0
1,33,186942.49,6,4,88046.88,1,0,1,0,0,0,0,1
1,37,104665.79,3,8,167735.69,2,0,1,0,0,1,0,0
1,63,168008.17,1,6,160982.89,1,1,1,0,1,0,0,0
0,41,70127.93,6,8,123151.51,2,1,0,0,0,0,0,1
0,35,42181.68,2,8,178032.53,1,0,1,1,0,0,0,0
0,29,180598.66,2,6,156569.43,1,1,0,1,0,0,0,0
0,72,7032.95,5,6,91285.22,1,1,1,0,0,0,0,0
1,43,26450.57,5,2,140431.98,1,1,0,0,0,0,0,0
0,39,139537.43,4,7,167395.6,2,0,1,0,0,0,1,0
1,36,182059.28,5,6,96643.32,1,0,0,0,0,0,0,0
1,29,184654.87,6,10,130206.28,1,1,0,0,0,0,0,1
1,28,51670.82,6,1,93577.3,1,1,1,0,0,0,0,1
0,62,8444.5,4,10,114822.64,1,0,1,0,0,0,1,0
1,43,104769.96,2,3,172196.23,1,1,1,1,0,0,0,0
1,39,145679.6,3,1,116537.6,1,0,0,0,0,1,0,0
0,37,6589.16,3,2,128389.63,1,1,1,0,0,1,0,0
0,41,188426.13,3,2,69974.66,2,1,0,0,0,1,0,0
0,50,8270.06,5,1,133204.91,1,0,1,0,0,0,0,0
1,37,153122.73,2,3,107592.89,2,0,1,1,0,0,0,0
0,22,152107.93,1,7,150126.44,1,1,0,0,1,0,0,0
1,27,147533.09,1,2,130274.26,2,1,0,0,1,0,0,0
0,34,51919.04,2,2,119827.49379288736,2,0,0,1,0,0,0,0
0,52,194113.99,6,7,119827.49379288736,1,0,1,0,0,0,0,1
0,35,56518.0,5,5,119827.49379288736,2,1,0,0,0,0,0,0
1,43,52856.88,2,4,176134.54,1,1,1,1,0,0,0,0
1,40,62232.6,6,0,119827.49379288736,2,1,0,0,0,0,0,1
0,31,147668.64,4,6,117852.26,2,1,0,0,0,0,1,0
1,30,63082.88,1,3,90536.81,1,0,1,0,1,0,0,0
1,62,42766.03,4,10,83008.31,1,1,1,0,0,0,1,0
1,34,65219.85,5,7,119827.49379288736,2,1,1,0,0,0,0,0
0,26,132801.57,1,4,105082.07,2,1,0,0,1,0,0,0
1,32,117832.88,6,5,102773.15,2,0,1,0,0,0,0,1
1,33,42437.75,5,3,148659.48,1,0,0,0,0,0,0,0
0,33,36446.74,4,3,100488.92,2,0,1,0,0,0,1,0
1,57,72549.27,4,6,136325.48,2,1,1,0,0,0,1,0
0,37,132467.54,6,5,113291.05,2,1,1,0,0,0,0,1
0,51,184524.74,5,5,119827.49379288736,2,0,1,0,0,0,0,0
0,36,48984.95,3,2,110414.48,1,1,1,0,0,1,0,0
0,23,160176.47,5,5,104822.45,1,0,1,0,0,0,0,0
0,46,150156.82,4,2,127660.46,2,1,0,0,0,0,1,0
1,29,160303.08,4,9,125961.74,2,1,0,0,0,0,1,0
1,39,20769.88,3,6,133214.13,1,0,1,0,0,1,0,0
1,46,133007.34,3,7,49512.55,1,1,0,0,0,1,0,0
0,40,80852.11,6,4,82441.75,1,0,0,0,0,0,0,1
0,38,107841.77,3,1,125877.65,2,1,1,0,0,1,0,0
0,26,182612.38,1,5,119827.49379288736,2,1,0,0,1,0,0,0
0,49,164482.92,2,2,119827.49379288736,2,0,0,1,0,0,0,0
0,59,160849.43,1,6,119827.49379288736,2,1,1,0,1,0,0,0
1,30,122268.75,5,7,90727.79,1,1,0,0,0,0,0,0
1,37,60651.77,5,7,93978.96,2,1,0,0,0,0,0,0
1,38,20778.39,4,1,119827.49379288736,2,1,0,0,0,0,1,0
0,51,77294.56,5,3,119827.49379288736,3,1,1,0,0,0,0,0
0,31,117916.63,4,8,119827.49379288736,2,1,0,0,0,0,1,0
1,55,175750.21,6,6,104305.74,1,0,1,0,0,0,0,1
0,33,169117.74,6,5,136624.6,2,1,1,0,0,0,0,1
0,27,143614.01,4,3,119827.49379288736,2,1,0,0,0,0,1,0
1,35,152541.89,5,1,123407.69,1,1,0,0,0,0,0,0
1,30,107640.25,4,3,119827.49379288736,2,1,0,0,0,0,1,0
0,54,173912.29,3,8,119827.49379288736,1,1,0,0,0,1,0,0
0,35,70760.69,4,7,119827.49379288736,2,1,0,0,0,0,1,0
1,46,61931.21,6,8,119827.49379288736,1,1,0,0,0,0,0,1
0,43,199378.58,4,3,80764.03,1,1,0,0,0,0,1,0
0,28,2803.89,3,9,85146.36,1,0,0,0,0,1,0,0
0,36,121311.12,6,8,109106.8,1,0,0,0,0,0,0,1
1,36,89222.66,1,5,73194.99,1,1,1,0,1,0,0,0
0,46,176902.83,6,9,149003.76,2,1,0,0,0,0,0,1
1,29,8342.35,2,9,119827.49379288736,1,1,0,1,0,0,0,0
1,41,12706.67,3,2,100254.76,2,1,1,0,0,1,0,0
0,35,49108.23,4,7,119827.49379288736,1,1,1,0,0,0,1,0
0,26,64716.08,3,5,119827.49379288736,2,1,1,0,0,1,0,0
0,38,176712.59,6,4,113150.44,2,1,0,0,0,0,0,1
0,40,136767.16,3,1,86376.29,1,0,1,0,0,1,0,0
0,35,59653.03,6,5,136526.26,2,1,0,0,0,0,0,1
1,43,40023.7,5,7,119827.49379288736,2,1,0,0,0,0,0,0
1,57,93336.93,4,3,117056.46,1,1,0,0,0,0,1,0
1,34,193597.94,3,2,90355.12,2,0,0,0,0,1,0,0
1,45,142513.5,6,5,119827.49379288736,1,1,0,0,0,0,0,1
1,50,117505.07,1,4,121175.56,1,1,0,0,1,0,0,0
0,25,38772.82,6,7,79543.59,1,0,1,0,0,0,0,1
0,32,64349.6,1,1,78535.25,1,1,0,0,1,0,0,0
1,42,187839.9,1,6,133970.22,2,0,1,0,1,0,0,0
0,35,37976.36,6,6,187530.66,2,1,1,0,0,0,0,1
1,31,49809.88,3,5,100082.14,1,0,1,0,0,1,0,0
0,60,176924.21,3,7,128981.07,1,0,1,0,0,1,0,0
0,66,160663.11,4,6,119827.49379288736,2,1,1,0,0,0,1,0
0,40,94774.12,6,8,101993.12,1,0,1,0,0,0,0,1
1,37,52367.29,2,4,138476.41,2,1,1,1,0,0,0,0
0,65,155799.86,2,5,117325.54,1,1,0,1,0,0,0,0
0,40,179978.68,1,5,203715.15,1,1,0,0,1,0,0,0
0,37,18988.58,6,6,138497.84,1,0,1,0,0,0,0,1
1,33,26606.28,5,0,129142.54,2,1,1,0,0,0,0,0
0,36,52526.65,5,7,119827.49379288736,2,1,1,0,0,0,0,0
0,67,3837.08,2,1,119827.49379288736,2,0,1,1,0,0,0,0
1,62,38652.96,3,5,119827.49379288736,2,0,1,0,0,1,0,0
1,30,19282.85,1,6,129548.5,2,1,1,0,1,0,0,0
0,53,106345.05,1,3,113781.5,2,1,1,0,1,0,0,0
1,18,59172.42,1,8,119827.49379288736,2,1,0,0,1,0,0,0
1,57,47847.19,2,10,119827.49379288736,2,1,1,1,0,0,0,0
1,38,141827.83,3,4,123345.85,1,1,0,0,0,1,0,0
0,25,129933.5,1,4,132116.13,2,1,0,0,1,0,0,0
1,61,50368.63,4,3,157201.48,1,0,1,0,0,0,1,0
1,36,176728.28,3,6,119827.49379288736,2,1,0,0,0,1,0,0
1,49,75808.1,3,7,122451.46,2,1,1,0,0,1,0,0
0,38,1271.51,3,5,119827.49379288736,2,1,1,0,0,1,0,0
0,37,139607.61,2,7,70258.88,2,1,0,1,0,0,0,0
1,43,140071.57,2,4,161256.53,1,1,1,1,0,0,0,0
1,48,103713.93,1,10,78314.63,3,1,1,0,1,0,0,0
0,33,79997.14,3,8,190566.65,1,1,1,0,0,1,0,0
1,26,178373.43,2,8,119827.49379288736,2,1,0,1,0,0,0,0
0,60,60615.83,2,2,119827.49379288736,2,0,1,1,0,0,0,0
0,60,142963.29,3,6,121730.49,1,1,1,0,0,1,0,0
0,28,191387.76,2,3,119827.49379288736,2,1,0,1,0,0,0,0
1,23,116124.28,4,8,197715.93,2,1,1,0,0,0,1,0
0,27,40339.9,4,1,94920.71,1,1,1,0,0,0,1,0
0,31,86657.48,2,8,119827.49379288736,2,0,0,1,0,0,0,0
1,37,100335.55,2,1,95668.82,2,1,0,1,0,0,0,0
0,32,95740.37,6,3,119827.49379288736,1,0,0,0,0,0,0,1
0,72,153604.44,2,8,119827.49379288736,2,1,1,1,0,0,0,0
1,62,180243.56,3,5,119827.49379288736,2,1,1,0,0,1,0,0
0,34,110431.51,2,1,101633.04,1,1,0,1,0,0,0,0
0,38,8247.0,2,6,127043.09,1,1,1,1,0,0,0,0
1,39,89593.26,4,6,170184.99,2,1,0,0,0,0,1,0
1,61,101839.77,4,7,91070.43,1,1,1,0,0,0,1,0
0,33,27557.18,3,2,119827.49379288736,1,0,0,0,0,1,0,0
0,33,124625.08,5,4,113743.37,1,1,0,0,0,0,0,0
1,35,170903.4,4,4,123557.65,2,0,1,0,0,0,1,0
0,44,171096.2,2,5,128605.32,1,0,1,1,0,0,0,0
0,47,61450.96,4,6,94722.88,1,0,1,0,0,0,1,0
1,58,26767.85,4,9,91285.13,2,1,1,0,0,0,1,0
0,42,1262.83,2,1,119827.49379288736,1,1,0,1,0,0,0,0
0,28,31165.06,4,0,119827.49379288736,2,1,1,0,0,0,1,0
0,53,75888.65,4,5,141616.55,2,1,1,0,0,0,1,0
0,32,59679.9,4,3,119827.49379288736,2,1,1,0,0,0,1,0
0,40,70607.1,4,9,119827.49379288736,2,1,1,0,0,0,1,0
1,42,47166.55,6,2,177640.09,1,0,1,0,0,0,0,1
1,31,72927.68,1,3,119558.35,1,0,0,0,1,0,0,0
1,34,16250.61,3,7,119827.49379288736,1,1,1,0,0,1,0,0
1,41,152821.12,1,4,94267.9,1,0,1,0,1,0,0,0
0,29,158043.11,3,3,119827.49379288736,2,1,0,0,0,1,0,0
0,68,116471.14,1,1,95039.12,1,0,1,0,1,0,0,0
1,37,194493.57,2,0,178742.71,1,1,1,1,0,0,0,0
1,43,159888.1,3,4,114091.38,1,0,1,0,0,1,0,0
0,57,147964.99,1,3,238387.56,1,0,1,0,1,0,0,0
0,39,50560.45,5,3,119827.49379288736,2,1,0,0,0,0,0,0
1,35,104076.51,4,4,143744.77,2,1,0,0,0,0,1,0
1,35,76640.29,2,8,119827.49379288736,1,1,0,1,0,0,0,0
1,67,85890.16,3,5,119827.49379288736,2,1,1,0,0,1,0,0
1,56,60590.72,4,5,123959.97,1,1,1,0,0,0,1,0
0,34,9443.15,1,7,141525.55,1,0,0,0,1,0,0,0
1,42,82868.34,2,4,123311.39,2,1,1,1,0,0,0,0
0,46,82106.19,4,1,119827.49379288736,2,0,0,0,0,0,1,0
0,53,70140.8,6,8,95231.91,1,0,0,0,0,0,0,1
1,38,108469.2,5,7,119827.49379288736,1,1,1,0,0,0,0,0
1,48,58203.67,6,5,134542.73,1,1,1,0,0,0,0,1
0,35,133991.11,6,5,119827.49379288736,1,1,0,0,0,0,0,1
0,64,103318.44,2,9,119827.49379288736,2,1,1,1,0,0,0,0
1,51,56767.67,6,9,119889.84,1,0,0,0,0,0,0,1
0,28,146663.43,3,5,122034.4,3,0,1,0,0,1,0,0
0,36,190958.48,5,3,133686.52,1,1,0,0,0,0,0,0
0,46,70224.34,5,6,88820.29,1,0,0,0,0,0,0,0
0,37,21472.42,1,8,149000.91,2,1,1,0,1,0,0,0
1,44,144494.94,5,8,123863.64,1,1,0,0,0,0,0,0
1,29,196474.35,1,1,130131.08,2,0,1,0,1,0,0,0
1,53,2019.78,6,2,143923.96,1,1,0,0,0,0,0,1
1,47,25887.89,1,8,75408.33,1,1,0,0,1,0,0,0
1,48,8908.0,4,1,119827.49379288736,2,1,1,0,0,0,1,0
1,29,94823.95,5,5,119827.49379288736,1,1,1,0,0,0,0,0
1,42,51016.02,4,8,119839.69,1,0,1,0,0,0,1,0
1,26,72929.96,4,0,119827.49379288736,2,0,1,0,0,0,1,0
0,38,32919.42,1,3,135157.05,1,1,1,0,1,0,0,0
0,39,23702.42,3,5,163097.55,2,1,1,0,0,1,0,0
0,45,144000.59,5,6,128352.59,3,1,1,0,0,0,0,0
0,31,131644.41,3,8,119827.49379288736,2,0,1,0,0,1,0,0
1,39,171519.06,1,0,154439.86,1,1,0,0,1,0,0,0
0,40,5194.95,4,2,119827.49379288736,1,1,1,0,0,0,1,0
1,29,177017.39,6,5,83442.98,1,0,1,0,0,0,0,1
0,29,18922.18,4,4,107601.79,1,1,0,0,0,0,1,0
0,42,175161.05,1,2,109471.79,1,0,1,0,1,0,0,0
0,35,12674.68,4,1,111827.27,2,1,0,0,0,0,1,0
0,42,152855.96,2,9,119827.49379288736,1,0,0,1,0,0,0,0
1,46,112549.99,3,3,82291.1,1,1,0,0,0,1,0,0
1,36,15887.68,5,2,85996.19,1,1,0,0,0,0,0,0
1,35,31372.91,4,9,119827.49379288736,1,1,1,0,0,0,1,0
1,34,181196.76,3,6,156478.62,1,0,1,0,0,1,0,0
1,49,127022.87,2,9,108437.89,1,0,0,1,0,0,0,0
0,55,75685.59,1,7,131033.76,1,0,1,0,1,0,0,0
1,37,198745.94,5,2,139265.63,2,1,1,0,0,0,0,0
1,50,131048.36,2,3,163085.79,1,0,1,1,0,0,0,0
1,67,175910.95,2,9,125919.35,1,1,0,1,0,0,0,0
1,26,166031.08,1,8,119827.49379288736,2,1,0,0,1,0,0,0
1,48,13921.82,3,7,119827.49379288736,1,1,0,0,0,1,0,0
1,23,66088.83,4,1,119827.49379288736,2,0,0,0,0,0,1,0
1,26,440.2,2,5,141462.13,1,1,0,1,0,0,0,0
1,32,117323.31,4,0,119827.49379288736,1,0,1,0,0,0,1,0
0,31,98178.57,5,9,114722.05,2,1,1,0,0,0,0,0
1,28,176750.81,2,4,119827.49379288736,2,1,1,1,0,0,0,0
1,39,6726.53,1,3,119827.49379288736,2,1,0,0,1,0,0,0
0,25,30380.12,5,7,119827.49379288736,2,1,0,0,0,0,0,0
1,49,88391.97,4,4,160133.88,1,0,1,0,0,0,1,0
1,31,121555.51,6,8,119827.49379288736,2,1,1,0,0,0,0,1
0,38,80575.44,6,8,105435.74,1,0,0,0,0,0,0,1
0,30,88827.31,6,6,119827.49379288736,2,1,0,0,0,0,0,1
0,40,194895.57,3,6,114940.67,2,1,1,0,0,1,0,0
1,30,54265.55,4,10,119827.49379288736,2,1,1,0,0,0,1,0
0,41,178997.89,4,3,88594.93,1,1,0,0,0,0,1,0
0,27,194681.6,5,5,102258.11,2,1,0,0,0,0,0,0
1,48,30635.52,3,6,120682.53,1,1,0,0,0,1,0,0
1,53,74898.8,2,1,117438.17,1,0,0,1,0,0,0,0
0,45,37214.39,6,4,119827.49379288736,2,1,0,0,0,0,0,1
1,31,121866.87,1,3,119827.49379288736,2,1,0,0,1,0,0,0
0,42,41921.06,1,7,117280.23,3,0,0,0,1,0,0,0
0,55,22442.13,3,6,119827.49379288736,1,1,1,0,0,1,0,0
1,43,126933.73,3,5,119827.49379288736,2,1,0,0,0,1,0,0
0,40,132368.47,6,4,119827.49379288736,2,1,0,0,0,0,0,1
1,24,166310.82,2,7,119827.49379288736,2,1,1,1,0,0,0,0
1,34,126192.54,5,4,158741.43,2,1,1,0,0,0,0,0
1,27,142680.64,2,9,119827.49379288736,1,1,0,1,0,0,0,0
0,38,23974.85,1,2,102741.15,2,0,1,0,1,0,0,0
1,36,79871.16,5,8,139753.35,1,1,0,0,0,0,0,0
0,33,156660.21,2,1,118114.28,2,0,1,1,0,0,0,0
0,43,41876.98,4,1,132667.17,1,1,1,0,0,0,1,0
1,34,70209.83,2,3,133658.24,1,1,0,1,0,0,0,0
0,35,120586.32,6,2,133607.75,1,1,1,0,0,0,0,1
0,40,108891.3,1,8,119827.49379288736,2,1,0,0,1,0,0,0
1,41,85787.31,3,5,165445.04,2,1,0,0,0,1,0,0
0,40,98640.15,6,5,97764.41,1,1,0,0,0,0,0,1
1,36,84294.82,2,7,161064.64,2,0,1,1,0,0,0,0
1,33,85045.92,4,2,51949.95,2,1,0,0,0,0,1,0
0,31,11043.54,2,7,102575.04,1,1,1,1,0,0,0,0
1,47,135655.29,3,9,110022.74,1,0,1,0,0,1,0,0
0,28,133267.78,1,1,119827.49379288736,2,1,1,0,1,0,0,0
1,40,140745.91,4,4,119827.49379288736,2,1,1,0,0,0,1,0
0,31,106636.89,2,4,125169.26,1,1,1,1,0,0,0,0
0,37,123866.28,1,9,101707.8,1,1,0,0,1,0,0,0
1,19,45613.75,1,0,75888.2,1,0,0,0,1,0,0,0
1,44,57338.56,1,7,77526.66,3,0,0,0,1,0,0,0
1,35,174094.24,6,2,86911.8,1,1,0,0,0,0,0,1
1,35,195580.28,1,9,119827.49379288736,2,1,1,0,1,0,0,0
1,44,38433.35,6,9,119827.49379288736,2,0,0,0,0,0,0,1
0,31,182266.01,4,1,112203.25,1,1,0,0,0,0,1,0
0,33,45445.78,3,3,106506.77,3,1,0,0,0,1,0,0
1,43,32462.39,5,1,103018.45,1,1,0,0,0,0,0,0
1,34,124571.09,3,7,60515.13,1,0,0,0,0,1,0,0
1,30,13126.9,4,8,89182.09,1,1,1,0,0,0,1,0
0,49,79342.31,3,1,119827.49379288736,1,1,0,0,0,1,0,0
1,28,169469.3,6,4,167268.98,1,1,1,0,0,0,0,1
1,35,127558.26,2,5,128653.59,1,1,0,1,0,0,0,0
0,34,16245.25,1,8,119827.49379288736,2,1,1,0,1,0,0,0
1,31,71009.84,2,6,119827.49379288736,2,1,1,1,0,0,0,0
1,39,104730.52,6,9,119827.49379288736,2,1,1,0,0,0,0,1
1,25,73656.38,3,2,135903.33,1,1,0,0,0,1,0,0
1,34,89013.67,5,9,119827.49379288736,2,0,1,0,0,0,0,0
0,38,7387.8,5,6,132591.36,1,1,1,0,0,0,0,0
1,40,42495.81,2,8,119827.49379288736,2,1,1,1,0,0,0,0
1,36,179540.73,4,0,119827.49379288736,1,1,1,0,0,0,1,0
1,43,23881.62,5,2,145081.72,1,1,1,0,0,0,0,0
0,37,140934.57,4,1,151105.68,1,1,1,0,0,0,1,0
0,36,64420.5,3,4,119827.49379288736,2,1,0,0,0,1,0,0
0,26,176843.53,6,7,119827.49379288736,2,1,0,0,0,0,0,1
1,24,24402.87,5,2,141078.57,1,1,1,0,0,0,0,0
0,39,115287.99,4,7,49572.73,1,1,0,0,0,0,1,0
1,33,142956.48,2,9,119827.49379288736,2,1,1,1,0,0,0,0
1,37,88838.14,3,4,101470.29,1,0,1,0,0,1,0,0
0,60,86981.45,4,3,119827.49379288736,2,1,1,0,0,0,1,0
1,55,153356.8,3,9,119827.49379288736,1,1,0,0,0,1,0,0
1,58,137254.55,2,5,128468.69,1,0,1,1,0,0,0,0
1,33,73564.44,1,8,119827.49379288736,1,0,0,0,1,0,0,0
1,83,92934.41,5,6,123356.63,1,0,1,0,0,0,0,0
1,35,142754.71,5,5,136364.46,1,0,0,0,0,0,0,0
0,60,17355.36,3,1,72948.58,2,1,1,0,0,1,0,0
1,23,20199.3,3,4,131254.81,1,1,0,0,0,1,0,0
0,39,175664.25,3,8,141675.23,1,0,1,0,0,1,0,0
0,26,60231.74,4,1,108348.66,1,0,0,0,0,0,1,0
0,33,58685.59,6,3,119827.49379288736,2,1,1,0,0,0,0,1
1,30,3430.38,1,2,119827.49379288736,2,0,1,0,1,0,0,0
1,32,172638.13,2,5,154737.88,2,1,1,1,0,0,0,0
1,24,17185.95,4,1,133811.78,1,1,0,0,0,0,1,0
1,28,114957.22,3,5,160454.15,2,0,1,0,0,1,0,0
0,31,118508.09,4,7,117052.82,1,1,0,0,0,0,1,0
0,26,154491.39,1,10,109819.16,2,1,0,0,1,0,0,0
0,44,191057.76,6,4,148770.61,2,1,1,0,0,0,0,1
1,43,30662.91,1,9,78022.61,1,0,1,0,1,0,0,0
1,29,14174.09,3,2,119827.49379288736,2,1,0,0,0,1,0,0
0,30,175025.27,4,6,119827.49379288736,1,0,1,0,0,0,1,0
1,52,116137.01,5,3,119827.49379288736,1,1,0,0,0,0,0,0
0,24,178341.33,4,7,40224.7,1,1,1,0,0,0,1,0
0,27,24020.49,4,6,117307.44,2,1,1,0,0,0,1,0
1,39,159830.58,6,0,86843.61,1,0,1,0,0,0,0,1
0,31,161854.98,3,5,137411.29,1,0,1,0,0,1,0,0
0,28,157891.11,6,9,102282.61,1,1,1,0,0,0,0,1
1,22,42241.54,6,4,94762.16,2,1,1,0,0,0,0,1
1,56,99398.36,1,8,78707.16,1,1,1,0,1,0,0,0
1,29,93839.3,1,1,141325.56,1,1,1,0,1,0,0,0
0,31,169802.73,4,1,119827.49379288736,2,1,1,0,0,0,1,0
0,37,28690.9,5,7,119827.49379288736,2,1,1,0,0,0,0,0
0,28,1801.77,3,4,119827.49379288736,2,1,0,0,0,1,0,0
0,35,163440.8,1,5,86147.46,2,1,0,0,1,0,0,0
1,27,156394.74,2,1,154483.98,1,1,0,1,0,0,0,0
1,38,12050.77,4,9,119827.49379288736,2,1,1,0,0,0,1,0
1,27,153698.65,6,2,119827.49379288736,2,1,1,0,0,0,0,1
1,25,196864.61,6,3,113736.27,1,0,1,0,0,0,0,1
0,46,1907.66,5,4,119827.49379288736,2,1,0,0,0,0,0,0
0,44,149665.65,6,2,119827.49379288736,2,1,0,0,0,0,0,1
0,41,236.45,2,1,103560.57,1,1,0,1,0,0,0,0
1,45,171014.69,5,9,74989.58,1,1,1,0,0,0,0,0
0,26,63717.49,1,1,97331.19,1,1,0,0,1,0,0,0
1,32,193817.63,1,2,119827.49379288736,2,1,0,0,1,0,0,0
